#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004567.2	874692	875078	-	1063991	hsdS2	lp_0942	YP_004888892.1	128	-	type I restriction-modification system,specificity subunit (fragment)
chr	NC_004567.2	875320	875811	+	1063994	hsdS3	lp_0943	YP_004888893.1	163	-	type I restriction-modification system,specificity subunit (fragment)
chr	NC_004567.2	876125	876655	-	1063972	-	lp_0945	YP_004888894.1	176	-	histidine phosphatase superfamily protein
chr	NC_004567.2	876779	880348	-	1063978	-	lp_0946	YP_004888895.1	1189	-	mucus-binding protein, LPXTG-motif cell wall anchor
chr	NC_004567.2	880554	880676	+	1063988	-	lp_0947	YP_004888896.1	40	-	hypothetical protein lp_0947
chr	NC_004567.2	880765	881259	+	1063964	-	lp_0948	YP_004888897.1	164	-	hypothetical protein lp_0948
chr	NC_004567.2	881328	882080	+	1063973	-	lp_0949	YP_004888898.1	250	-	Cro/CI family transcriptional regulator
chr	NC_004567.2	882180	882731	+	1063959	-	lp_0950	YP_004888899.1	183	-	Cro/CI family transcriptional regulator
chr	NC_004567.2	882802	883728	-	1063953	-	lp_0951	YP_004888900.1	308	-	LysR family transcriptional regulator
chr	NC_004567.2	883915	885804	+	1063965	-	lp_0952	YP_004888901.1	629	-	fumarate reductase, flavoprotein subunit
chr	NC_004567.2	886080	886553	-	1063933	-	lp_0954	YP_004888902.1	157	-	MarR family transcriptional regulator
chr	NC_004567.2	886662	887291	-	1063954	azoR2	lp_0955	YP_004888903.1	209	-	FMN-dependent NADH-azoreductase
chr	NC_004567.2	887462	888757	-	1063894	asnS1	lp_0956	YP_004888904.1	431	-	asparagine-tRNA synthetase
chr	NC_004567.2	888834	889802	-	1063901	asnA	lp_0957	YP_004888905.1	322	-	aspartate-ammonia ligase
chr	NC_004567.2	890255	891661	-	1063855	pepD3	lp_0959	YP_004888906.1	468	-	dipeptidase
chr	NC_004567.2	891697	892929	-	1063860	-	lp_0960	YP_004888907.1	410	-	hypothetical protein lp_0960
chr	NC_004567.2	892980	893246	-	11933292	-	lp_0960a	YP_004888908.1	88	-	hypothetical protein lp_0960a
chr	NC_004567.2	893466	893663	+	1063859	-	lp_0961	YP_004888909.1	65	-	transposase, fragment
chr	NC_004567.2	893921	895729	+	1063838	recQ1	lp_0962	YP_004888910.1	602	-	ATP-dependent DNA helicase RecQ
chr	NC_004567.2	895772	896653	+	1063835	rluE	lp_0963	YP_004888911.1	293	-	ribosomal large subunit pseudouridine synthase
chr	NC_004567.2	896845	897171	-	1063827	-	lp_0965	YP_004888912.1	108	-	ArsR family transcriptional regulator
chr	NC_004567.2	897525	898289	+	1063822	-	lp_0966	YP_004888913.1	254	-	NADPH-dependent FMN reductase
chr	NC_004567.2	898709	899710	+	1063843	-	lp_0967	YP_004888914.1	333	-	hypothetical protein lp_0967
chr	NC_004567.2	899674	900924	+	1063840	-	lp_0968	YP_004888915.1	416	-	membrane protein
chr	NC_004567.2	900921	901685	+	1063789	-	lp_0969	YP_004888916.1	254	-	membrane protein
chr	NC_004567.2	901736	902305	+	1063832	-	lp_0970	YP_004888917.1	189	-	GNAT family acetyltransferase
chr	NC_004567.2	902437	903105	+	1063831	-	lp_0971	YP_004888918.1	222	-	phosphoglycerate mutase family protein
chr	NC_004567.2	903314	903643	-	1063697	-	lp_0972	YP_004888919.1	109	-	bacteriocin immunity protein
chr	NC_004567.2	903787	904803	-	1063734	-	lp_0973	YP_004888920.1	338	-	esterase (short chain)
chr	NC_004567.2	904787	906187	-	1063736	xylP2	lp_0975	YP_004888921.1	466	-	carbohydrate (isoprimoverose-like)/proton symporter, GPH family
chr	NC_004567.2	906531	908012	-	1063760	murE1	lp_0977	YP_004888922.1	493	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_004567.2	908207	909409	-	1063655	thrA1	lp_0979	YP_004888923.1	400	-	aspartate kinase
chr	NC_004567.2	909414	911315	-	1063731	asnB1	lp_0980	YP_004888924.1	633	-	asparagine synthase
chr	NC_004567.2	911786	912112	-	1063718	brnE	lp_0981	YP_004888925.1	108	-	branched-chain amino acid transport protein
chr	NC_004567.2	912109	912810	-	1063671	brnF	lp_0982	YP_004888926.1	233	-	branched-chain amino acid transport protein
chr	NC_004567.2	913141	913359	+	1063651	-	lp_0984	YP_004888927.1	72	-	hypothetical protein lp_0984
chr	NC_004567.2	914344	915486	+	1063652	-	lp_0988	YP_004888928.1	380	-	extracellular lipoprotein precursor, Asp-rich
chr	NC_004567.2	915669	915926	-	1063654	-	lp_0989	YP_004888929.1	85	-	membrane protein
chr	NC_004567.2	916256	916978	-	1063650	-	lp_0990	YP_004888930.1	240	-	hypothetical protein lp_0990
chr	NC_004567.2	916978	918456	-	1063640	-	lp_0991	YP_004888931.1	492	-	multidrug transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	918586	919050	+	1063642	-	lp_0992	YP_004888932.1	154	-	MerR family transcriptional regulator
chr	NC_004567.2	919554	919898	-	1063636	-	lp_0995	YP_004888933.1	114	-	hypothetical protein lp_0995
chr	NC_004567.2	920110	920757	+	1063621	-	lp_0996	YP_004888934.1	215	-	metal-dependent regulator
chr	NC_004567.2	921009	921209	+	1063635	cspC	lp_0997	YP_004888935.1	66	-	cold shock protein CspC
chr	NC_004567.2	921378	922127	+	1063631	-	lp_0998	YP_004888936.1	249	-	membrane protein
chr	NC_004567.2	922161	922622	+	1063610	-	lp_0999	YP_004888937.1	153	-	membrane protein
chr	NC_004567.2	922906	923943	-	1063613	-	lp_1000	YP_004888938.1	345	-	transcriptional attenuator, cell envelope-related, LytR family
chr	NC_004567.2	924205	924867	+	1063612	-	lp_1001	YP_004888939.1	220	-	phosphatase, PAP2 family
chr	NC_004567.2	925051	925845	-	1063602	-	lp_1002	YP_004888940.1	264	-	lipase/esterase
chr	NC_004567.2	925908	926453	+	1063601	-	lp_1003	YP_004888941.1	181	-	GNAT family acetyltransferase
chr	NC_004567.2	926465	926989	+	1063604	-	lp_1004	YP_004888942.1	174	-	Rrf2 family transcriptional regulator
chr	NC_004567.2	927175	928857	+	1063603	als	lp_1005	YP_004888943.1	560	-	acetolactate synthase
chr	NC_004567.2	929241	930692	+	1063549	lysP	lp_1008	YP_004888944.1	483	-	lysine transport protein
chr	NC_004567.2	931038	931811	+	1063548	dacB	lp_1010	YP_004888945.1	257	-	serine-type D-Ala-D-Ala carboxypeptidase
chr	NC_004567.2	932207	932842	+	1063542	dgk1	lp_1011	YP_004888946.1	211	-	deoxyadenosine kinase / deoxyguanosine kinase
chr	NC_004567.2	933125	934402	+	1063430	serS2	lp_1012	YP_004888947.1	425	-	serine-tRNA synthetase
chr	NC_004567.2	935944	936411	+	1062856	ctsR	lp_1018	YP_004888948.1	155	-	transcription repressor of class III stress genes
chr	NC_004567.2	936430	938943	+	1063011	clpC	lp_1019	YP_004888949.1	837	-	ATP-dependent Clp protease, ATP-binding subunit ClpC
chr	NC_004567.2	939112	939714	+	1062943	-	lp_1020	YP_004888950.1	200	-	TetR family transcriptional regulator
chr	NC_004567.2	939970	943575	+	1062809	rpoB	lp_1021	YP_004888951.1	1201	-	DNA-directed RNA polymerase subunit beta
chr	NC_004567.2	943593	947234	+	1062844	rpoC	lp_1022	YP_004888952.1	1213	-	DNA-directed RNA polymerase subunit beta\'
chr	NC_004567.2	947887	948567	-	1062944	-	lp_1023	YP_004888953.1	226	-	type 4 prepilin-like proteins leader peptide processing enzyme
chr	NC_004567.2	948830	949243	+	1062769	rpsL	lp_1025	YP_004888954.1	137	-	30S ribosomal protein S12
chr	NC_004567.2	949260	949730	+	1062792	rpsG	lp_1026	YP_004888955.1	156	-	30S ribosomal protein S7
chr	NC_004567.2	949872	951968	+	1062860	fusA2	lp_1027	YP_004888956.1	698	-	elongation factor G
chr	NC_004567.2	952919	953227	+	1062667	rpsJ	lp_1032	YP_004888957.1	102	-	30S ribosomal protein S10
chr	NC_004567.2	953265	953894	+	1062703	rplC	lp_1033	YP_004888958.1	209	-	50S ribosomal protein L3
chr	NC_004567.2	953913	954536	+	1062816	rplD	lp_1034	YP_004888959.1	207	-	50S ribosomal protein L4
chr	NC_004567.2	954536	954829	+	1062656	rplW	lp_1035	YP_004888960.1	97	-	50S ribosomal protein L23
chr	NC_004567.2	954853	955692	+	1062631	rplB	lp_1036	YP_004888961.1	279	-	50S ribosomal protein L2
chr	NC_004567.2	955735	956010	+	1062768	rpsS	lp_1038	YP_004888962.1	91	-	30S ribosomal protein S19
chr	NC_004567.2	956031	956378	+	1061107	rplV	lp_1039	YP_004888963.1	115	-	50S ribosomal protein L22
chr	NC_004567.2	956391	957044	+	1063523	rpsC	lp_1040	YP_004888964.1	217	-	30S ribosomal protein S3
chr	NC_004567.2	957047	957481	+	1063522	rplP	lp_1041	YP_004888965.1	144	-	50S ribosomal protein L16
chr	NC_004567.2	957471	957665	+	1063521	rpmC	lp_1043	YP_004888966.1	64	-	50S ribosomal protein L29
chr	NC_004567.2	957688	957957	+	1063517	rpsQ	lp_1044	YP_004888967.1	89	-	30S ribosomal protein S17
chr	NC_004567.2	958000	958368	+	1063512	rplN	lp_1045	YP_004888968.1	122	-	50S ribosomal protein L14
chr	NC_004567.2	958402	958713	+	1063510	rplX	lp_1046	YP_004888969.1	103	-	50S ribosomal protein L24
chr	NC_004567.2	958742	959284	+	1063508	rplE	lp_1047	YP_004888970.1	180	-	50S ribosomal protein L5
chr	NC_004567.2	959305	959490	+	1063505	rpsN	lp_1048	YP_004888971.1	61	-	30S ribosomal protein S14
chr	NC_004567.2	959524	959919	+	1063499	rpsH	lp_1050	YP_004888972.1	131	-	30S ribosomal protein S8
chr	NC_004567.2	959949	960485	+	1063498	rplF	lp_1051	YP_004888973.1	178	-	50S ribosomal protein L6
chr	NC_004567.2	960529	960885	+	1063497	rplR	lp_1052	YP_004888974.1	118	-	50S ribosomal protein L18
chr	NC_004567.2	960906	961406	+	1063488	rpsE	lp_1053	YP_004888975.1	166	-	30S ribosomal protein S5
chr	NC_004567.2	961421	961603	+	1063487	rpmD	lp_1054	YP_004888976.1	60	-	50S ribosomal protein L30
chr	NC_004567.2	961635	962066	+	1063485	rplO	lp_1055	YP_004888977.1	143	-	50S ribosomal protein L15
chr	NC_004567.2	962068	963363	+	1063478	secY	lp_1056	YP_004888978.1	431	-	preprotein translocase subunit SecY
chr	NC_004567.2	963418	964077	+	1063477	adk	lp_1058	YP_004888979.1	219	-	adenylate kinase
chr	NC_004567.2	964252	964470	+	1063476	infA	lp_1059	YP_004888980.1	72	-	translation initiation factor IF-1
chr	NC_004567.2	964507	964626	+	1063474	rpmJ	lp_1059a	YP_004888981.1	39	-	50S ribosomal protein L36
chr	NC_004567.2	964654	965019	+	1063467	rpsM	lp_1060	YP_004888982.1	121	-	30S ribosomal protein S13
chr	NC_004567.2	965044	965433	+	1063464	rpsK	lp_1061	YP_004888983.1	129	-	30S ribosomal protein S11
chr	NC_004567.2	965520	966464	+	1063463	rpoA	lp_1062	YP_004888984.1	314	-	DNA-directed RNA polymerase subunit alpha
chr	NC_004567.2	966486	966869	+	1063456	rplQ	lp_1063	YP_004888985.1	127	-	50S ribosomal protein L17
chr	NC_004567.2	967144	968406	-	1063455	ISP1_1	lp_1064	YP_004888986.1	420	-	transposase
chr	NC_004567.2	968714	969706	-	1063454	hepB1	lp_1066	YP_004888987.1	330	-	heptaprenyl diphosphate synthase component II
chr	NC_004567.2	969712	970281	-	1063445	hepA	lp_1067	YP_004888988.1	189	-	heptaprenyl diphosphate synthase component I
chr	NC_004567.2	970285	970776	-	1063442	-	lp_1068	YP_004888989.1	163	-	extracellular protein
chr	NC_004567.2	970871	972781	-	1063441	ndh2	lp_1069	YP_004888990.1	636	-	NADH dehydrogenase, membrane-anchored
chr	NC_004567.2	973064	973990	+	1063433	-	lp_1070	YP_004888991.1	308	-	lipoprotein precursor, FMN-binding protein
chr	NC_004567.2	974249	975442	+	1063429	apbE1	lp_1072	YP_004888992.1	397	-	thiamin biosynthesis lipoprotein ApbE
chr	NC_004567.2	975525	976370	+	1063428	-	lp_1073	YP_004888993.1	281	-	ABC transporter ATP-binding protein
chr	NC_004567.2	976346	977233	+	1063425	-	lp_1074	YP_004888994.1	295	-	ABC transporter ATP-binding protein
chr	NC_004567.2	977223	978023	+	1063416	-	lp_1075	YP_004888995.1	266	-	ABC transporter permease
chr	NC_004567.2	978088	978876	+	1063415	truA	lp_1076	YP_004888996.1	262	-	tRNA pseudouridine synthase A
chr	NC_004567.2	978985	979428	+	1063414	rplM	lp_1077	YP_004888997.1	147	-	50S ribosomal protein L13
chr	NC_004567.2	979442	979834	+	1063406	rpsI	lp_1078	YP_004888998.1	130	-	30S ribosomal protein S9
chr	NC_004567.2	980099	980968	-	1063405	-	lp_1079	YP_004888999.1	289	-	fatty acid-binding protein, DegV family
chr	NC_004567.2	981385	982341	-	1063404	-	lp_1081	YP_004889000.1	318	-	hypothetical protein lp_1081
chr	NC_004567.2	982630	983718	+	1063397	-	lp_1082	YP_004889001.1	362	-	malate / lactate dehydrogenase
chr	NC_004567.2	984596	986608	+	1063395	tkt2	lp_1083	YP_004889002.1	670	-	transketolase
chr	NC_004567.2	986628	987521	+	1063391	aroD1	lp_1084	YP_004889003.1	297	-	shikimate 5-dehydrogenase
chr	NC_004567.2	987562	988557	+	1063382	aroA	lp_1085	YP_004889004.1	331	-	phospho-2-dehydro-3-deoxyheptonate aldolase / chorismate mutase
chr	NC_004567.2	988567	989646	+	1063379	aroB	lp_1086	YP_004889005.1	359	-	3-dehydroquinate synthase
chr	NC_004567.2	990078	991499	-	1063378	ttdP	lp_1087	YP_004889006.1	473	-	tartrate transport protein
chr	NC_004567.2	991603	991929	-	1063369	-	lp_1088	YP_004889007.1	108	-	hypothetical protein lp_1088
chr	NC_004567.2	991993	992604	-	1063368	ttdB	lp_1089	YP_004889008.1	203	-	L(+)-tartrate dehydratase, subunit B
chr	NC_004567.2	992601	993533	-	1063367	ttdA	lp_1090	YP_004889009.1	310	-	L(+)-tartrate dehydratase, subunit A
chr	NC_004567.2	993790	994815	-	1063361	ttdR	lp_1092	YP_004889010.1	341	-	transcription regulator tartrate operon, AraC family
chr	NC_004567.2	995052	995894	+	1063360	citG	lp_1093	YP_004889011.1	280	-	2-(5\'\'-triphosphoribosyl)-3\'-dephosphocoenzyme-A synthase
chr	NC_004567.2	996225	996962	+	1063356	mtsC	lp_1095	YP_004889012.1	245	-	manganese ABC transporter, ATP-binding protein
chr	NC_004567.2	996962	997834	+	1063353	mtsB	lp_1096	YP_004889013.1	290	-	manganese ABC transporter, permease protein
chr	NC_004567.2	997831	998772	+	1063345	mtsA	lp_1097	YP_004889014.1	313	-	manganese/zinc ABC transporter, substrate binding protein
chr	NC_004567.2	998884	999195	-	1063344	-	lp_1098	YP_004889015.1	103	-	hypothetical protein lp_1098
chr	NC_004567.2	999592	1000521	+	1063343	ldhL2	lp_1101	YP_004889016.1	309	-	L-lactate dehydrogenase
chr	NC_004567.2	1000553	1001971	+	1063335	citP	lp_1102	YP_004889017.1	472	-	citrate transport protein
chr	NC_004567.2	1002048	1003010	-	1063333	citR	lp_1103	YP_004889018.1	320	-	citrate lyase regulator, SorC family
chr	NC_004567.2	1003206	1004366	+	1063331	mae	lp_1105	YP_004889019.1	386	-	malic enzyme, NAD-dependent
chr	NC_004567.2	1004384	1005439	+	1063323	citC	lp_1106	YP_004889020.1	351	-	[citrate (pro-3S)-lyase] ligase [Lactobacillus plantarum WCFS1]
chr	NC_004567.2	1005429	1005719	+	1063320	citD	lp_1107	YP_004889021.1	96	-	citrate lyase, gamma chain, acyl carrier protein
chr	NC_004567.2	1005719	1006633	+	1063316	citE	lp_1108	YP_004889022.1	304	-	citrate lyase, beta chain
chr	NC_004567.2	1006623	1008161	+	1063312	citF	lp_1109	YP_004889023.1	512	-	citrate lyase, alpha chain
chr	NC_004567.2	1009356	1010738	+	1063306	fum	lp_1112	YP_004889024.1	460	-	fumarate hydratase
chr	NC_004567.2	1010911	1012299	+	1063304	-	lp_1113	YP_004889025.1	462	-	fumarate reductase flavoprotein subunit
chr	NC_004567.2	1012464	1013000	+	1063302	citX	lp_1114	YP_004889026.1	178	-	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
chr	NC_004567.2	1012997	1013878	+	1063295	mleR2	lp_1115	YP_004889027.1	293	-	malolactic regulator, LysR family
chr	NC_004567.2	1014055	1014957	-	1063294	mleR1	lp_1116	YP_004889028.1	300	-	malolactic regulator, LysR family
chr	NC_004567.2	1015132	1016775	+	1063292	mleS	lp_1118	YP_004889029.1	547	-	malolactic protein
chr	NC_004567.2	1016817	1017788	+	1063291	mleP2	lp_1119	YP_004889030.1	323	-	malate transport protein
chr	NC_004567.2	1018290	1019717	+	1063286	-	lp_1120	YP_004889031.1	475	-	amino acid transport protein
chr	NC_004567.2	1019838	1020419	+	1063285	-	lp_1121	YP_004889032.1	193	-	membrane protein
chr	NC_004567.2	1020512	1020688	-	11933293	-	lp_1123	YP_004889033.1	58	-	hypothetical protein lp_1123
chr	NC_004567.2	1020760	1023465	-	1063284	-	lp_1124	YP_004889034.1	901	-	cell surface hydrolase, LPXTG-motif cell wall anchor
chr	NC_004567.2	1023890	1025329	+	1063277	cydA	lp_1125	YP_004889035.1	479	-	cytochrome D ubiquinol oxidase, subunit I
chr	NC_004567.2	1025322	1026317	+	1063276	cydB	lp_1126	YP_004889036.1	331	-	cytochrome D ubiquinol oxidase subunit II
chr	NC_004567.2	1026446	1028179	+	1063275	cydC	lp_1128	YP_004889037.1	577	-	cytochrome D ABC transporter, ATP-binding and permease protein
chr	NC_004567.2	1028179	1029939	+	1063269	cydD	lp_1129	YP_004889038.1	586	-	cytochrome D ABC transporter, ATP-binding and permease protein
chr	NC_004567.2	1031313	1032290	-	1063266	hepB2	lp_1134	YP_004889041.1	325	-	heptaprenyl diphosphate synthase component II
chr	NC_004567.2	1032435	1033349	+	1063257	-	lp_1135	YP_004889042.1	304	-	1,4-dihydroxy-2-naphthoate octaprenyltransferase
chr	NC_004567.2	1033562	1034536	-	1063255	-	lp_1136	YP_004889043.1	324	-	oxidoreductase, NAD(P)-dependent
chr	NC_004567.2	1034984	1035625	+	1063254	acm1	lp_1138	YP_004889044.1	213	-	cell wall hydrolase/muramidase
chr	NC_004567.2	1035676	1036263	+	1063247	xpt	lp_1139	YP_004889045.1	195	-	xanthine phosphoribosyltransferase
chr	NC_004567.2	1036286	1036834	+	1063246	-	lp_1140	YP_004889046.1	182	-	membrane protein
chr	NC_004567.2	1036947	1038116	+	1063245	purK2	lp_1141	YP_004889047.1	389	-	phosphoribosylaminoimidazole carboxylase,ATPase subunit
chr	NC_004567.2	1038557	1040824	+	1063243	pcrA	lp_1144	YP_004889048.1	755	-	ATP-dependent DNA helicase PcrA
chr	NC_004567.2	1040841	1042880	+	1063237	ligA	lp_1145	YP_004889049.1	679	-	DNA ligase
chr	NC_004567.2	1042877	1044052	+	1063236	-	lp_1146	YP_004889050.1	391	-	lipoprotein, pheromone precursor
chr	NC_004567.2	1044093	1044413	+	1063229	gatC	lp_1147	YP_004889051.1	106	-	aspartyl/glutamyl-tRNA amidotransferase subunit C
chr	NC_004567.2	1044413	1045876	+	1063235	gatA	lp_1148	YP_004889052.1	487	-	aspartyl/glutamyl-tRNA amidotransferase subunit A
chr	NC_004567.2	1045876	1047300	+	1063228	gatB	lp_1149	YP_004889053.1	474	-	aspartyl/glutamyl-tRNA amidotransferase subunit B
chr	NC_004567.2	1047405	1048427	+	1063227	-	lp_1150	YP_004889054.1	340	-	diacylglycerol kinase family protein
chr	NC_004567.2	1048761	1050134	+	1063225	rumA	lp_1151	YP_004889055.1	457	-	23S rRNA methyltransferase, TrmA family
chr	NC_004567.2	1050591	1051166	+	1063220	-	lp_1153	YP_004889056.1	191	-	TetR family transcriptional regulator
chr	NC_004567.2	1051433	1053772	+	1063219	-	lp_1154	YP_004889057.1	779	-	cation transporting P-type ATPase
chr	NC_004567.2	1054013	1055329	+	1063218	pts13C	lp_1155	YP_004889058.1	438	-	PTS system, cellobiose-specific EIIC component
chr	NC_004567.2	1055322	1056206	+	1063212	-	lp_1156	YP_004889059.1	294	-	cell surface hydrolase
chr	NC_004567.2	1056331	1057209	+	1063211	-	lp_1157	YP_004889060.1	292	-	RpiR family transcriptional regulator
chr	NC_004567.2	1057234	1058010	+	1063210	lys	lp_1158	YP_004889061.1	258	-	lysozyme
chr	NC_004567.2	1058166	1058531	-	1063204	-	lp_1159	YP_004889062.1	121	-	extracellular protein, membrane-bound
chr	NC_004567.2	1058875	1059075	+	1063203	cspP	lp_1160	YP_004889063.1	66	-	cold shock protein CspP
chr	NC_004567.2	1059262	1060269	+	1063202	-	lp_1161	YP_004889064.1	335	-	oxidoreductase, NAD-dependent
chr	NC_004567.2	1060282	1061616	+	1063196	rhe2	lp_1162	YP_004889065.1	444	-	ATP-dependent RNA helicase
chr	NC_004567.2	1061899	1062339	-	1063189	-	lp_1163	YP_004889066.1	146	-	nucleotide-binding protein, universal stress protein UspA family
chr	NC_004567.2	1062473	1063780	+	1063188	pts14C	lp_1164	YP_004889067.1	435	-	PTS system, cellobiose-specific EIIC component
chr	NC_004567.2	1063773	1064639	+	1063187	-	lp_1165	YP_004889068.1	288	-	cell surface hydrolase
chr	NC_004567.2	1064789	1064989	-	11933295	-	lp_1165a	YP_004889069.1	66	-	hypothetical protein lp_1165a
chr	NC_004567.2	1065189	1065629	+	1063181	-	lp_1166	YP_004889070.1	146	-	hypothetical protein lp_1166
chr	NC_004567.2	1066063	1066626	+	1063180	-	lp_1168	YP_004889071.1	187	-	hypothetical protein lp_1168
chr	NC_004567.2	1066710	1068056	-	1063179	gdh	lp_1169	YP_004889072.1	448	-	glutamate dehydrogenase
chr	NC_004567.2	1068324	1069499	+	1063173	pbpX1	lp_1171	YP_004889073.1	391	-	serine-type D-Ala-D-Ala carboxypeptidase
chr	NC_004567.2	1069688	1070806	+	1063172	-	lp_1173	YP_004889074.1	372	-	UDP-N-acetylglucosamine 2-epimerase
chr	NC_004567.2	1071192	1072112	+	1063171	-	lp_1174	YP_004889075.1	306	-	ribonuclease BN family protein
chr	NC_004567.2	1072312	1073028	+	1063169	glpF4	lp_1175	YP_004889076.1	238	-	glycerol uptake facilitator protein
chr	NC_004567.2	1073182	1074303	+	1063164	glf1	lp_1176	YP_004889077.1	373	-	UDP-galactopyranose mutase
chr	NC_004567.2	1074307	1075299	+	1063163	cps1A	lp_1177	YP_004889078.1	330	-	polysaccharide biosynthesis protein
chr	NC_004567.2	1075304	1076365	+	1063162	cps1B	lp_1178	YP_004889079.1	353	-	glycosyltransferase, family 1 (GT1)
chr	NC_004567.2	1076392	1077819	+	1063159	cps1C	lp_1179	YP_004889080.1	475	-	oligosaccharide transporter (flippase)
